1HOPSAT,Hera Systems,Commercial,Earth Observation,LEO,Non-Polar Inclined,566,576,7.20E-04,36.9,22,2019,0.5,Satish Dhawan Space Centre,PSLV
AIM,"Center for Atmospheric Sciences, Hampton University/NASA",Government,Earth Observation,LEO,Sun-Synchronous,544,552,5.78E-04,97.9,215,2007,2,Vandenberg AFB,Pegasus XL
AISSat-1,Norwegian Coastal Admnistration,Government,Communications,LEO,Sun-Synchronous,615,632,1.22E-03,98,6,2010,3,Satish Dhawan Space Centre,PSLV
AISSat-2,Norwegian Coastal Admnistration,Government,Communications,LEO,Sun-Synchronous,625,631,4.29E-04,98.4,6,2014,3,Baikonur Cosmodrome,Soyuz-2.1b
Alsat-2B,Algerian Space Agency (ASAL),Government,Earth Observation,LEO,Sun-Synchronous,646,660,9.97E-04,98.2,117,2016,5,Satish Dhawan Space Centre,PSLV
Alsat-1B,Algerian Space Agency (ASAL),Government,Earth Observation,LEO,Sun-Synchronous,661,704,3.05E-03,98.2,103,2016,5,Satish Dhawan Space Centre,PSLV
Alsat-2A,Algerian Space Agency (ASAL),Government,Earth Observation,LEO,Sun-Synchronous,672,674,1.42E-04,98.1,130,2010,5,Satish Dhawan Space Centre,PSLV
Astrosat,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,LEO,Equatorial,632,649,1.21E-03,5.99,230,2015,5,Satish Dhawan Space Centre,PSLV C-30
Cosmos 2503,Ministry of Defense,Military,Earth Observation,LEO,Sun-Synchronous,570,586,1.15E-03,97.7,4000,2015,5,Plesetsk Cosmodrome,Soyuz-2.1b
Cosmos 2515,Ministry of Defense,Military,Earth Observation,LEO,Sun-Synchronous,549,594,3.24E-03,97.62,4000,2016,5,Plesetsk Cosmodrome,Soyuz 2.1a
BDSAGR-1,"GasTianta and GZH-HNJ BDS AGR Co., Ltd.",Commercial,Earth Observation,LEO,Sun-Synchronous,613,634,1.50E-03,97.9,40,2019,3,Taiyuan Launch Center,Long March 4B
BeijinGalaxy-1,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,LEO,Sun-Synchronous,681,703,1.56E-03,97.9,166,2005,7,Plesetsk Cosmodrome,Kosmos 3M
BKA 2,National Academy of Sciences,Government,Earth Observation,LEO,Sun-Synchronous,503,507,2.91E-04,97.5,400,2012,5,Baikonur Cosmodrome,Soyuz-Fregat
BlackSky Pathfinder 1,BlackSky Global,Commercial,Earth Observation,LEO,Sun-Synchronous,661,701,2.84E-03,98.2,44,2016,3,Satish Dhawan Space Centre,PSLV
BRITE-PL-2,BRITE Consortium,Government,Space Science,LEO,Sun-Synchronous,610,633,1.64E-03,98.02,10,2014,2,Taiyuan Launch Center,Long March 2B
Calipso,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,LEO,Sun-Synchronous,702,703,7.07E-05,98.2,587,2006,3,Vandenberg AFB,Delta 2
CartoSat 1,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,618,619,7.15E-05,97.9,1560,2005,6,Satish Dhawan Space Centre,PSLV C6
CartoSat 2,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,632,635,2.14E-04,97,680,2007,5,Satish Dhawan Space Centre,PSLV C7
CartoSat 2A,Indian Space Research Organization (ISRO),Military,Earth Observation,LEO,Sun-Synchronous,624,643,1.36E-03,97.9,680,2008,5,Satish Dhawan Space Centre,PSLV C9
CartoSat 2B,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,622,645,1.64E-03,97.9,694,2010,5,Satish Dhawan Space Centre,PSLV
CartoSat 2C,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,501,519,1.31E-03,97.5,727,2016,5,Satish Dhawan Space Centre,PSLV XL
CartoSat 2D,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,491,508,1.24E-03,97.5,714,2017,5,Satish Dhawan Space Centre,PSLV XL
 ,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,334,347,9.69E-04,96.92,712,2017,5,Satish Dhawan Space Centre,PSLV
CartoSat 2F,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,495,510,1.09E-03,97.5,712,2018,5,Satish Dhawan Space Centre,PSLV
CartoSat 3,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,500,519,1.38E-03,97.5,1625,2019,5,Satish Dhawan Space Centre,PSLV
Cassiope,Canadian Space Agency,Government,Earth Science,LEO,Elliptical,325,1486,7.98E-02,81,490,2013,2,Vandenberg AFB,Falcon 9
CBERS 4,China National Space Administration (China)/National Institute for Space Research (Brazil),Government,Earth Observation,LEO,Sun-Synchronous,738,748,7.03E-04,98.55,1980,2014,3,Taiyuan Launch Center,Long March 4B
Chandra X-Ray Observatory (CXO),National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Government,Space Science,Elliptical,Deep Highly Eccentric,9999,138825,7.97E-01,28.5,4742,1999,5,Cape Canaveral,Space Shuttle (STS 93)
CHEOPS,European Space Agency (ESA),Government,Space Science,LEO,Sun-Synchronous,697,708,7.78E-04,98.2,273,2019,5,Guiana Space Center,Soyuz
Coriolis,US Air Force/ US Navy/NASA,Military,Earth Observation,LEO,Sun-Synchronous,820,841,1.46E-03,98.8,817,2003,3,Vandenberg AFB,Titan 2
COSMIC 2-1,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,Non-Polar Inclined,709,721,8.47E-04,24,280,2019,5,Cape Canaveral,Falcon Heavy
COSMIC 2-2,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,Non-Polar Inclined,710,724,9.88E-04,24,280,2019,5,Cape Canaveral,Falcon Heavy
COSMIC 2-3,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,Non-Polar Inclined,708,724,1.13E-03,24,280,2019,5,Cape Canaveral,Falcon Heavy
COSMIC 2-4,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,Non-Polar Inclined,710,724,9.88E-04,24,280,2019,5,Cape Canaveral,Falcon Heavy
COSMIC 2-5,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,Non-Polar Inclined,709,724,1.06E-03,24,280,2019,5,Cape Canaveral,Falcon Heavy
COSMIC 2-6,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,Non-Polar Inclined,708,724,1.13E-03,24,280,2019,5,Cape Canaveral,Falcon Heavy
Cryosat-2,European Space Agency (ESA),Government,Earth Observation,LEO,Polar,713,724,7.76E-04,92,720,2010,3,Baikonur Cosmodrome,Dnepr
CSO-1,Directorate General of Armaments (DGA),Military,Earth Observation,LEO,Sun-Synchronous,800,800,0.00E+00,98.6,3565,2018,10,Guiana Space Center,Soyuz
Deimos 1,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,LEO,Sun-Synchronous,661,662,7.11E-05,98,90,2009,5,Baikonur Cosmodrome,Dnepr
Dellingr,NASA Goddard Space Flight Center,Government,Technology Development,LEO,Non-Polar Inclined,401,404,2.21E-04,51.6,12,2017,1,International Space Station,Nanorack Deployer
DLR Tubsat,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,LEO,Sun-Synchronous,712,732,1.41E-03,98.6,45,1999,1,Satish Dhawan Space Centre,PSLV C2
DMC 3-1,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,636,663,1.92E-03,98,447,2015,10,Satish Dhawan Space Centre,PSLV
DMC 3-2,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,636,663,1.92E-03,98,447,2015,10,Satish Dhawan Space Centre,PSLV
DMC 3-3,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,636,661,1.78E-03,98,447,2015,10,Satish Dhawan Space Centre,PSLV
USA 131,DoD/NOAA,Military,Earth Observation,LEO,Sun-Synchronous,842,855,9.00E-04,98.9,1134,1997,5,Vandenberg AFB,Titan 2
USA 147,DoD/NOAA,Military,Earth Observation,LEO,Sun-Synchronous,837,851,9.70E-04,98.9,1152,1999,5,Vandenberg AFB,Titan 2
USA 172,DoD/NOAA,Military,Earth Observation,LEO,Sun-Synchronous,843,852,6.23E-04,98.9,1154,2003,5,Vandenberg AFB,Titan 2
USA 173,DoD/NOAA,Military,Earth Observation,LEO,Sun-Synchronous,842,855,9.00E-04,98.79,1154,2006,5,Vandenberg AFB,Delta 4
USA 210,DoD/NOAA,Military,Earth Observation,LEO,Sun-Synchronous,842,859,1.18E-03,98.93,1155,2009,5,Vandenberg AFB,Atlas 5
EcAMSat,Santa Clara University,Government,Space Science,LEO,Non-Polar Inclined,397,408,8.12E-04,51.6,10,2017,1,International Space Station,Nanorack Deployer
EgyptSat-A,National Authority for Remote Sensing and Space Science (NARSS),Government,Earth Observation,LEO,Sun-Synchronous,652,657,3.56E-04,98,2200,2019,11,Baikonur Cosmodrome,Soyuz
Terra,Earth Sciences Enterprise (NASA),Government,Earth Observation,LEO,Sun-Synchronous,702,703,7.07E-05,98.2,4854,1999,6,Vandenberg AFB,Atlas 2AS
Aura,Goddard Space Flight Center/EOS Data and Operations System,Government,Earth Observation,LEO,Sun-Synchronous,702,703,7.07E-05,98.2,2967,2004,5,Vandenberg AFB,Delta 2
Aqua,National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency,Government,Earth Observation,LEO,Sun-Synchronous,701,704,2.12E-04,98.2,2934,2002,6,Vandenberg AFB,Delta
ExSeedSat-1,Exseed Space,Commercial,Communications,LEO,Sun-Synchronous,572,588,1.15E-03,97.7,4,2018,2,Vandenberg AFB,Falcon 9
Fengyun 3D,China Meteorological Administration,Government,Earth Observation,LEO,Sun-Synchronous,803,812,6.27E-04,98.6,2300,2017,8,Taiyuan Launch Center,Long March 4C
FormoSat-5,National Space Organization,Government,Earth Observation,LEO,Sun-Synchronous,710,729,1.34E-03,98.3,525,2017,5,Vandenberg AFB,Falcon 9
Fast On-orbit Recording of Transient Events) FORTÉ ,Los Alamos National Laboratory,Government,Earth Observation,LEO,Polar,790,823,2.30E-03,70,215,1997,3,Vandenberg AFB,Pegasus XL
Gaofen 10,China National Academy of Sciences (CNSAS),Government,Earth Observation,LEO,Sun-Synchronous,611,621,7.16E-04,97.8,1000,2019,8,Taiyuan Launch Center,Long March 4C
Gaofen 12,China National Academy of Sciences (CNSAS),Government,Earth Observation,LEO,Sun-Synchronous,612,616,6.21E+02,97.9,1000,2019,8,Taiyuan Launch Center,Long March 4C
Gaofen 2,China National Academy of Sciences (CNSAS),Government,Earth Observation,LEO,Sun-Synchronous,620,636,1.14E-03,98.02,1000,2014,8,Taiyuan Launch Center,Long March 4B
Gaofen 3,State Oceanic Administration (SOA),Government,Earth Observation,LEO,Polar,757,759,1.40E-04,98.4,1000,2016,8,Taiyuan Launch Center,Long March 4C
Gaofen 8,People's Liberation Army (C41),Military,Earth Observation,LEO,Sun-Synchronous,484,492,5.83E-04,97.3,1000,2015,8,Taiyuan Launch Center,Long March 4B
Gaofen-1-02,"China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",Government,Earth Observation,LEO,Sun-Synchronous,638,642,2.85E-04,98,805,2018,8,Taiyuan Launch Center,Long March 4C
Gaofen-1-03,"China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",Government,Earth Observation,LEO,Sun-Synchronous,638,640,1.43E-04,98,805,2018,8,Taiyuan Launch Center,Long March 4C
Gaofen-1-04,"China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",Government,Earth Observation,LEO,Sun-Synchronous,638,642,2.85E-04,98,805,2018,8,Taiyuan Launch Center,Long March 4C
Gaofen-1-05,"China’s Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",Government,Earth Observation,LEO,Sun-Synchronous,677,695,1.28E-03,98,805,2018,8,Taiyuan Launch Center,Long March 4C
Cosmos 2517,Ministry of Defense,Military,Earth Science,LEO,Sun-Synchronous,935,963,1.91E-03,99.27,900,2016,5,Plesetsk Cosmodrome,Rokot
Cosmos 2540,Ministry of Defense,Military,Earth Science,LEO,Sun-Synchronous,945,958,8.88E-04,99.3,900,2019,5,Plesetsk Cosmodrome,Rokot
Globalstar FM37,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1411,1417,3.85E-04,52,450,1999,10,Baikonur Cosmodrome,Soyuz U
Globalstar M065,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1411,1416,3.21E-04,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M066,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M067,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M069,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1411,1416,3.21E-04,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M070,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M071,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M072,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1416,2.57E-04,52,450,2007,10,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M073,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2010,15,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M074,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,1.28E-04,52,700,2010,15,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M075,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,1.28E-04,52,700,2010,15,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M076,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,52,700,2010,15,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M077,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2010,15,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M078,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,51.99,700,2013,15,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M079,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2010,15,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M080,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M081,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M082,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M083,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M084,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M085,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,1.28E-04,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M086,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M088,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M089,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,1.28E-04,51.99,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M090,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M091,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1415,1.28E-04,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M092,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52,700,2011,15,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M093,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1412,1415,1.93E-04,51.98,700,2013,15,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M094,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,51.99,700,2013,15,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M095,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,51.98,700,2013,15,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M096,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1413,1414,6.42E-05,52.01,700,2013,15,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M097,Globalstar,Commercial,Communications,LEO,Non-Polar Inclined,1370,1391,1.35E-03,52.01,700,2013,15,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Göktürk 1,Turkish Ministry of National Defense,Military,Earth Observation,LEO,Sun-Synchronous,683,683,0.00E+00,98.1,1060,2016,7,Guiana Space Center,Vega
GPIM,National Aeronautics and Space Administration (NASA),Government,Technology Development,LEO,Sun-Synchronous,701,729,1.98E-03,24,180,2019,1,Cape Canaveral,Falcon Heavy
Grace Follow-on-1,NASA/German Research Centre for Geosciences (GFZ),Government,Earth Observation,LEO,Polar,485,504,1.38E-03,88.9,600,2018,5,Vandenberg AFB,Falcon 9
Grace Follow-on-2,NASA/German Research Centre for Geosciences (GFZ),Government,Earth Observation,LEO,Polar,484,504,1.46E-03,88.9,600,2018,5,Vandenberg AFB,Falcon 9
Haiyang 2A,State Oceanic Administration (SOA),Government,Earth Observation,LEO,Sun-Synchronous,965,967,1.36E-04,99.4,1500,2011,3,Taiyuan Launch Center,Long March 4B
Haiyang 2B,State Oceanic Administration (SOA),Government,Earth Observation,LEO,Sun-Synchronous,949,957,5.46E-04,99.3,1500,2018,3,Taiyuan Launch Center,Long March 4B
HEAD-1,HEAD Aerospace,Commercial,Earth Observation,LEO,Sun-Synchronous,796,809,9.06E-04,98.6,45,2017,3,Taiyuan Launch Center,Long March 4C
Helios 2A,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Earth Observation,LEO,Sun-Synchronous,681,683,1.42E-04,98.1,4200,2004,5,Guiana Space Center,Ariane 5G
Helios 2B,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Earth Observation,LEO,Sun-Synchronous,679,682,2.13E-04,98.1,4200,2009,5,Guiana Space Center,Ariane 5
HJ-1A,National Remote Sensing Center (NRSCC),Government,Earth Observation,LEO,Sun-Synchronous,628,665,2.64E-03,97.8,470,2008,3,Taiyuan Launch Center,Long March 2C
HJ-1B,National Remote Sensing Center (NRSCC),Government,Earth Observation,LEO,Sun-Synchronous,621,673,3.71E-03,97.8,470,2008,3,Taiyuan Launch Center,Long March 2C
HJ-1C,National Committee for Disaster Reduction and State Environmental Protection,Government,Earth Observation,LEO,Sun-Synchronous,420,438,1.32E-03,97.33,890,2012,3,Taiyuan Launch Center,Long March 2C
Hubble Space Telescope,European Space Agency (ESA)/NASA,Government,Space Science,LEO,Non-Polar Inclined,555,559,2.89E-04,28.5,11110,1990,10,Cape Canaveral,Space Shuttle (STS 31)
HySIS,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,647,648,7.13E-05,98,380,2018,5,Satish Dhawan Space Centre,PSLV
Icesat-2,National Aeronautics and Space Administration (NASA),Government,Earth Science,LEO,Polar,455,468,9.51E-04,93.02,1515,2018,3,Vandenberg AFB,Delta 2
INS-1C,Indian Space Research Organization (ISRO),Government,Technology Development,LEO,Sun-Synchronous,495,508,9.46E-04,97.5,5,2018,0.5,Satish Dhawan Space Centre,PSLV
INTErnational Gamma-Ray Astrophysics Laboratory (INTEGRAL),European Space Operations Centre (ESOC)/NASA/Russia,Government,Space Science,Elliptical,Deep Highly Eccentric,6292,156833,8.56E-01,53.95,4000,2002,2,Baikonur Cosmodrome,Proton
IRIS,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,Sun-Synchronous,620,664,3.14E-03,97.9,236,2013,2,Vandenberg AFB,L1011
IRS-P6,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,Sun-Synchronous,817,823,4.17E-04,98.8,1360,2003,5,Satish Dhawan Space Centre,PSLV C5
ITU-pSAT1,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,LEO,Sun-Synchronous,710,721,7.76E-04,98.4,1,2009,1,Satish Dhawan Space Centre,PSLV
Jason 3,National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,LEO,Non-Polar Inclined,1301,1324,1.50E-03,66,553,2016,5,Vandenberg AFB,Falcon 9
Jilin-1-4,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,532,545,9.41E-04,97.5,95,2017,3,Taiyuan Launch Center,Long March 6
Jilin-1-5,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,531,544,9.41E-04,97.5,95,2017,3,Taiyuan Launch Center,Long March 6
Jilin-1-6,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,531,544,9.41E-04,97.5,95,2017,3,Taiyuan Launch Center,Long March 6
Canopus-B,Scientific Production Corporation (joint stock creation of Russian Space Agency),Government,Earth Observation,LEO,Sun-Synchronous,501,505,2.91E-04,97.5,400,2012,5,Baikonur Cosmodrome,Soyuz-Fregat
KazEOSat-1,Kazcosmos,Government,Earth Observation,LEO,Sun-Synchronous,751,754,2.11E-04,98.53,830,2014,7.25,Guiana Space Center,Vega
KazSTSAT,Ghalam LLP,Commercial,Earth Observation,LEO,Sun-Synchronous,573,589,1.15E-03,97.7,100,2018,5,Vandenberg AFB,Falcon 9
USA 186,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Elliptical,264,1050,5.59E-02,97.9,18000,2005,5,Vandenberg AFB,Titan IV
USA 224,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Elliptical,200,1000,5.74E-02,97.8,18000,2011,5,Vandenberg AFB,Delta 4 Heavy
USA 245,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Elliptical,257,997,5.29E-02,97.8,18000,2013,5,Vandenberg AFB,Delta 4 Heavy
USA 290,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Polar,395,419,1.77E-03,74,18000,2019,5,Vandenberg AFB,Delta 4 Heavy
USA 133,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Non-Polar Inclined,671,675,2.84E-04,57,14500,1997,5,Vandenberg AFB,Titan IV
USA 152,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Non-Polar Inclined,574,676,7.29E-03,68,14500,2000,9,Vandenberg AFB,Titan IV
USA 182,National Reconnaissance Office (NRO),Military,Earth Observation,LEO,Non-Polar Inclined,713,716,2.12E-04,57.01,14500,2005,9,Cape Canaveral,Titan 4B
Landmapper BC3.v2,Astro Digital,Commercial,Earth Observation,LEO,Sun-Synchronous,496,502,4.37E-04,97.5,11,2018,5,Satish Dhawan Space Centre,PSLV
Landsat 7,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,LEO,Sun-Synchronous,702,703,7.07E-05,98.2,2744,1999,15,Vandenberg AFB,Delta 2
Landsat 8,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,LEO,Sun-Synchronous,700,705,3.53E-04,98.2,2780,2013,5,Vandenberg AFB,Atlas 5
Maroc Tubsat,CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,LEO,Sun-Synchronous,984,1014,2.04E-03,99.2,47,2001,3,Baikonur Cosmodrome,Zenit
